ID,Year,Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Industry_Full,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Jurisdiction_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,Entity_Type,Service_Function,Independence_Level,Geographic_Scope,State_Abb_Classified,State_Name,Classification_Confidence,Issue_Year,City_Name,County_Name,Is_Municipal,State_Year,City_State_Year,city_fips7,city_geo_name,city_name_crosswalk,city_match_method,panel_year,is_in_578_panel,cusip_duplicate_flag,included,cusip_repaired
2025-263,2025.0,263,79771FGD3,City of San Francisco CA Public Utilities Commission Water Revenue,2.65,21225000.0,2025-04-17,2036-01-11,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-265,2025.0,265,5444455U9,City of Los Angeles Department of Airports,3.45,27250000.0,2025-04-22,2033-05-15,FED & ST TAX-EXEMPT,REFUNDING,Transportation,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-266,2025.0,266,5444456D6,City of Los Angeles Department of Airports,4.26,42275000.0,2025-04-22,2042-05-15,FED & ST TAX-EXEMPT,REFUNDING,Transportation,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-267,2025.0,267,5444455V7,City of Los Angeles Department of Airports,3.52,28615000.0,2025-04-22,2034-05-15,FED & ST TAX-EXEMPT,REFUNDING,Transportation,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-269,2025.0,269,5444455R6,City of Los Angeles Department of Airports,4.42,23540000.0,,2037-05-15,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,Clean Transportation,"Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,,los angeles,,True,,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-273,2025.0,273,5444455P0,City of Los Angeles Department of Airports,3.37,21350000.0,2025-04-22,2038-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-277,2025.0,277,79771FFS1,City of San Francisco CA Public Utilities Commission Water Revenue,2.55,23800000.0,2025-04-17,2027-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-280,2025.0,280,5444452R9,City of Los Angeles Department of Airports,4.37,41475000.0,2025-09-22,2041-06-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-282,2025.0,282,79771FFY8,City of San Francisco CA Public Utilities Commission Water Revenue,2.07,40040000.0,2025-04-17,2024-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-286,2025.0,286,79771FGH4,City of San Francisco CA Public Utilities Commission Water Revenue,2.91,5670000.0,2025-01-17,2044-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-289,2025.0,289,5444453A5,City of Los Angeles Department of Airports,4.8,47450000.0,2025-04-03,2045-05-15,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-291,2025.0,291,79771FFU6,City of San Francisco CA Public Utilities Commission Water Revenue,2.59,11380000.0,2025-04-23,2038-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-292,2025.0,292,5444455Q8,City of Los Angeles Department of Airports,5.75,22420000.0,2025-10-22,2047-12-01,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-293,2025.0,293,79771FGQ4,City of San Francisco CA Public Utilities Commission Water Revenue,5.1,1060000.0,2025-01-17,2042-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-294,2025.0,294,5444456B0,City of Los Angeles Department of Airports,4.04,38345000.0,2025-04-22,2040-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-295,2025.0,295,5444455N5,City of Los Angeles Department of Airports,4.47,20335000.0,2025-05-29,2036-05-15,FED TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-299,2025.0,299,5444455Y1,City of Los Angeles Department of Airports,3.75,33120000.0,2025-04-22,2037-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-302,2025.0,302,79771FGC5,City of San Francisco CA Public Utilities Commission Water Revenue,3.14,38450000.0,2025-04-17,2035-01-11,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-304,2025.0,304,5444455T2,City of Los Angeles Department of Airports,3.4,25955000.0,2025-04-22,2032-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-306,2025.0,306,5444456G9,City of Los Angeles Department of Airports,4.49,48940000.0,2025-04-22,2045-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-317,2025.0,317,5444456E4,City of Los Angeles Department of Airports,4.34,44390000.0,2025-04-22,2043-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-320,2025.0,320,5444452V0,City of Los Angeles Department of Airports,5.49,50880000.0,2025-03-04,2040-05-15,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-326,2025.0,326,5444452S7,City of Los Angeles Department of Airports,4.32,42500000.0,2025-03-04,2037-05-15,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-329,2025.0,329,79771FGP6,City of San Francisco CA Public Utilities Commission Water Revenue,4.1,1005000.0,2025-04-11,2049-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-336,2025.0,336,79771FGE1,City of San Francisco CA Public Utilities Commission Water Revenue,3,13495000.0,2025-04-11,2031-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-337,2025.0,337,79771FGL5,City of San Francisco CA Public Utilities Commission Water Revenue,,3275000.0,,,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,,san francisco,,True,,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-343,2025.0,343,5444456F1,City of Los Angeles Department of Airports,4.63,46605000.0,2025-04-21,2044-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-351,2025.0,351,5444456A2,City of Los Angeles Department of Airports,5.94,36520000.0,2025-04-22,2029-05-15,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Clean Transportation, Green Buildings","Public, LEED Certified",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-356,2025.0,356,79771FGB7,City of San Francisco CA Public Utilities Commission Water Revenue,3.2,48680000.0,2025-04-11,2033-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-363,2025.0,363,79771FGA9,City of San Francisco CA Public Utilities Commission Water Revenue,2.59,41425000.0,2025-04-17,2033-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,,,,,,GODIST,,,,,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-364,2025.0,364,79771FGM3,City of San Francisco CA Public Utilities Commission Water Revenue,4.06,915000.0,2025-04-17,2045-11-01,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-369,2025.0,369,5444452X6,City of Los Angeles Department of Airports,4.62,40710000.0,2025-04-10,2042-06-15,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-370,2025.0,370,5444455S4,City of Los Angeles Department of Airports,3.32,24715000.0,2025-09-22,2031-06-15,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-382,2025.0,382,5444452Z1,City of Los Angeles Department of Airports,4.7,45090000.0,2025-04-10,2044-06-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,,,Sustainable Water,"Conservation, Infrastructure",CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-383,2025.0,383,5444456C8,City of Los Angeles Department of Airports,2.18,40260000.0,2025-09-25,2031-11-01,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-398,2025.0,398,5444452F5,City of Los Angeles Department of Airports,5.41,9415000.0,2025-03-04,2026-05-15,AMT/ST TAX-EXEMPT,REFUNDING,Transporta,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-399,2025.0,399,5444452K4,City of Los Angeles Department of Airports,3.61,32420000.0,2025-03-04,2030-05-15,AMT/ST TAX-EXEMPT,REFUNDING,Transporta,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-400,2025.0,400,5444452N8,City of Los Angeles Department of Airports,4.07,35825000.0,2025-03-04,2033-05-15,AMT/ST TAX-EXEMPT,REFUNDING,Transporta,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,,,"Energy Efficiency, Green Buildings",LEED Certified,CITY,Los Angeles,City of Los Angeles,Department,Transportation,INTEGRATED,Single city,CA,California,HIGH,2025.0,los angeles,,True,CA_2025,los angeles_CA_2025,644000.0,los angeles,Los Angeles,existing_city_name,2025.0,True,False,0,0
2025-428,2025.0,428,79771FGG6,City of San Francisco CA Public Utilities Commission Water Revenue,4.4,9850000.0,2025-04-17,2039-01-11,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,,,Sustainable Water,Infrastructure,CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2025.0,san francisco,,True,CA_2025,san francisco_CA_2025,667000.0,san francisco,San Francisco,existing_city_name,2025.0,True,False,0,0
2025-464,2025.0,464,043257BM5,City of Arvada CO Wastewater Revenue,2.79,280000.0,2025-09-07,2030-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-465,2025.0,465,043257BY9,City of Arvada CO Wastewater Revenue,4.23,485000.0,2025-09-07,2041-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-466,2025.0,466,043257CB8,City of Arvada CO Wastewater Revenue,4.49,560000.0,2025-09-07,2044-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-467,2025.0,467,043260CD8,City of Arvada CO Water Revenue,4.3,1830000.0,2025-09-07,2032-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-468,2025.0,468,043260CG1,City of Arvada CO Water Revenue,3.82,2120000.0,2025-09-07,2035-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-477,2025.0,477,043257CE2,City of Arvada CO Wastewater Revenue,4.6,2600000.0,2025-09-07,2054-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-478,2025.0,478,043257CF9,City of Arvada CO Wastewater Revenue,4.64,1260000.0,2025-09-07,2047-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-479,2025.0,479,043260CU0,City of Arvada CO Water Revenue,4.8,19940000.0,2025-07-09,2054-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-480,2025.0,480,043257CG7,City of Arvada CO Wastewater Revenue,4.72,1395000.0,2025-09-07,2049-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-481,2025.0,481,043260CT3,City of Arvada CO Water Revenue,4.54,20025000.0,2025-09-07,2050-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-483,2025.0,483,043257CC6,City of Arvada CO Wastewater Revenue,4.51,585000.0,2025-09-07,2045-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
2025-484,2025.0,484,043260CM8,City of Arvada CO Water Revenue,4.89,2705000.0,2025-09-07,2040-01-12,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,,,Sustainable Water,Infrastructure,CITY,Arvada,City of Arvada,Direct Government,Water/Wastewater,INTEGRATED,LOCAL,CO,Colorado,HIGH,2025.0,arvada,,True,CO_2025,arvada_CO_2025,803455.0,arvada,Arvada,existing_city_name,2025.0,True,False,0,0
