Issuer_Name,Issue_Date,n_CUSIPs,Self_reported_Green,Total_Face_Value,lead_CUSIP,all_CUSIPs,emma_security_details,emma_search,google_site_search
San Francisco City & County Public Utilities Commission Wastewater Revenue,2021-11-30,1,Yes,32755000,79768HFV5,79768HFV5,https://emma.msrb.org/Security/Details/79768HFV5,https://emma.msrb.org/Search/Search.aspx?criteria=79768HFV5,https://www.google.com/search?q=site%3Aemma.msrb.org%2079768HFV5%20%22Official%20Statement%22
San Francisco City & County Public Utilities Commission Wastewater Revenue,2023-04-19,18,Yes,696225000,79768HGV4,79768HGV4;79768HGW2;79768HGX0;79768HGY8;79768HGZ5;79768HHA9;79768HHB7;79768HHC5;79768HHD3;79768HHE1;79768HHF8;79768HHG6;79768HHH4;79768HHJ0;79768HHK7;79768HHL5;79768HHM3;79768HHN1,https://emma.msrb.org/Security/Details/79768HGV4,https://emma.msrb.org/Search/Search.aspx?criteria=79768HGV4,https://www.google.com/search?q=site%3Aemma.msrb.org%2079768HGV4%20%22Official%20Statement%22
San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,16,Yes,650970000,79768HJN9,79768HJN9;79768HJX7;79768HJY5;79768HJZ2;79768HKA5;79768HKB3;79768HKC1;79768HKD9;79768HKE7;79768HKF4;79768HKG2;79768HKH0;79768HKJ6;79768HKK3;79768HKL1;79768HKM9,https://emma.msrb.org/Security/Details/79768HJN9,https://emma.msrb.org/Search/Search.aspx?criteria=79768HJN9,https://www.google.com/search?q=site%3Aemma.msrb.org%2079768HJN9%20%22Official%20Statement%22
San Jose Financing Authority,2022-12-15,21,Yes,143170000,79816NAC1,79816NAC1;79816NAD9;79816NAE7;79816NAF4;79816NAG2;79816NAH0;79816NAJ6;79816NAK3;79816NAL1;79816NAM9;79816NAN7;79816NAP2;79816NAQ0;79816NAR8;79816NAS6;79816NAT4;79816NAU1;79816NAV9;79816NAW7;79816NAX5;79816NAY3,https://emma.msrb.org/Security/Details/79816NAC1,https://emma.msrb.org/Search/Search.aspx?criteria=79816NAC1,https://www.google.com/search?q=site%3Aemma.msrb.org%2079816NAC1%20%22Official%20Statement%22
San Rafael Joint Powers Financing Authority,2018-03-28,13,Yes,43575000,799317BT8,799317BT8;799317BU5;799317BV3;799317BW1;799317BX9;799317BY7;799317BZ4;799317CA8;799317CB6;799317CC4;799317CD2;799317CE0;799317CF7,https://emma.msrb.org/Security/Details/799317BT8,https://emma.msrb.org/Search/Search.aspx?criteria=799317BT8,https://www.google.com/search?q=site%3Aemma.msrb.org%20799317BT8%20%22Official%20Statement%22
St Louis Clean Energy Development Board,2017-09-21,1,No,10105000,791642AA9,791642AA9,https://emma.msrb.org/Security/Details/791642AA9,https://emma.msrb.org/Search/Search.aspx?criteria=791642AA9,https://www.google.com/search?q=site%3Aemma.msrb.org%20791642AA9%20%22Official%20Statement%22
St Louis Clean Energy Development Board,2018-06-22,1,No,2638000,791642AC5,791642AC5,https://emma.msrb.org/Security/Details/791642AC5,https://emma.msrb.org/Search/Search.aspx?criteria=791642AC5,https://www.google.com/search?q=site%3Aemma.msrb.org%20791642AC5%20%22Official%20Statement%22
St Louis Municipal Finance Corp,2016-05-04,1,No,3635000,79165TRS2,79165TRS2,https://emma.msrb.org/Security/Details/79165TRS2,https://emma.msrb.org/Search/Search.aspx?criteria=79165TRS2,https://www.google.com/search?q=site%3Aemma.msrb.org%2079165TRS2%20%22Official%20Statement%22
Stockton Public Financing Authority,2024-09-04,5,No,28085000,86139QAT2,86139QAT2;86139QAU9;86139QAV7;86139QAW5;86139QAX3,https://emma.msrb.org/Security/Details/86139QAT2,https://emma.msrb.org/Search/Search.aspx?criteria=86139QAT2,https://www.google.com/search?q=site%3Aemma.msrb.org%2086139QAT2%20%22Official%20Statement%22
Sunnyvale Financing Authority,2020-11-12,17,Yes,58735000,86754EAA4,86754EAA4;86754EAB2;86754EAC0;86754EAD8;86754EAE6;86754EAF3;86754EAG1;86754EAH9;86754EAJ5;86754EAK2;86754EAL0;86754EAM8;86754EAN6;86754EAP1;86754EAQ9;86754EAR7;86754EAS5,https://emma.msrb.org/Security/Details/86754EAA4,https://emma.msrb.org/Search/Search.aspx?criteria=86754EAA4,https://www.google.com/search?q=site%3Aemma.msrb.org%2086754EAA4%20%22Official%20Statement%22
Woodland Finance Authority,2021-12-16,16,Yes,9815000,97951QBB2,97951QBB2;97951QBC0;97951QBD8;97951QBE6;97951QBF3;97951QBG1;97951QBH9;97951QBJ5;97951QBK2;97951QBL0;97951QBM8;97951QBN6;97951QBP1;97951QBQ9;97951QBR7;97951QBS5,https://emma.msrb.org/Security/Details/97951QBB2,https://emma.msrb.org/Search/Search.aspx?criteria=97951QBB2,https://www.google.com/search?q=site%3Aemma.msrb.org%2097951QBB2%20%22Official%20Statement%22

