jurisdiction,state_abbr,state_name,jurisdiction_type,year,iecc_comm_vintage,iecc_comm_code_type,lag_model_code_yrs,no_statewide_code,home_rule,preemption_of_stricter_local,stretch_code_available,weakening_amendments,state_bps_adopted,state_bps_effective,state_bps_year_enacted,state_bps_first_compliance_year,state_bps_law_name,state_bps_law_id,state_bps_penalty_per_sqft,state_bps_penalty_per_tco2e,bps_adopted,bps_effective,bps_year_enacted,bps_first_compliance_year,years_since_bps,bps_metric,bps_covered_threshold_comm_sqft,bps_covered_threshold_public_sqft,bps_covered_threshold_mf_sqft,bps_covers_municipal,bps_ratchet,bps_penalty_per_sqft,bps_penalty_per_tco2e,bps_law_name,bps_law_id,bps_coalition_member,bps_coalition_launch_day,bps_coalition_joined_year,benchmarking_adopted,benchmarking_effective,benchmarking_year_enacted,benchmarking_first_reporting_year,years_since_benchmarking,benchmarking_threshold_sqft,audit_tuneup_req,any_policy_active,any_policy_effective
Seattle,WA,Washington,city,2019,2004,ASHRAE,12,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,9,20000,0,1,1
Seattle,WA,Washington,city,2020,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,10,20000,0,1,1
Seattle,WA,Washington,city,2021,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,11,20000,0,1,1
Seattle,WA,Washington,city,2022,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,1,1,2022,1,1,2010,2012,12,20000,0,1,1
Seattle,WA,Washington,city,2023,2004,ASHRAE,18,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2023,,0,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,1,1,2022,1,1,2010,2012,13,20000,0,1,1
Seattle,WA,Washington,city,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2023,,1,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,1,1,2022,1,1,2010,2012,14,20000,0,1,1
Seattle,WA,Washington,city,2025,2019,ASHRAE,3,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2023,,2,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,1,1,2022,1,1,2010,2012,15,20000,0,1,1
St. Louis,MO,Missouri,city,2010,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2011,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2012,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2013,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2014,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2015,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2016,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,0,0,2017,2018,,50000,0,0,0
St. Louis,MO,Missouri,city,2017,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,1,0,2017,2018,0,50000,0,1,0
St. Louis,MO,Missouri,city,2018,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,1,1,2017,2018,1,50000,0,1,1
St. Louis,MO,Missouri,city,2019,,,,0,1,0,0,0,0,0,,,,,,,0,0,2020,2025,,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,1,1,2017,2018,2,50000,0,1,1
St. Louis,MO,Missouri,city,2020,,,,0,1,0,0,0,0,0,,,,,,,1,0,2020,2025,0,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,1,1,2017,2018,3,50000,0,1,1
St. Louis,MO,Missouri,city,2021,,,,0,1,0,0,0,0,0,,,,,,,1,0,2020,2025,1,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,0,1,2022,1,1,2017,2018,4,50000,0,1,1
St. Louis,MO,Missouri,city,2022,,,,0,1,0,0,0,0,0,,,,,,,1,0,2020,2025,2,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,1,1,2022,1,1,2017,2018,5,50000,0,1,1
St. Louis,MO,Missouri,city,2023,,,,0,1,0,0,0,0,0,,,,,,,1,0,2020,2025,3,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,1,1,2022,1,1,2017,2018,6,50000,0,1,1
St. Louis,MO,Missouri,city,2024,,,,0,1,0,0,0,0,0,,,,,,,1,0,2020,2025,4,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,1,1,2022,1,1,2017,2018,7,50000,0,1,1
St. Louis,MO,Missouri,city,2025,,,,0,1,0,0,0,0,0,,,,,,,1,1,2020,2025,5,Site EUI,50000,50000,50000,1,1,,,Building Energy Performance Standards,Ordinance 71132,1,1,2022,1,1,2017,2018,8,50000,0,1,1
Washington,DC,District of Columbia,district,2010,2007,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,2,50000,0,1,1
Washington,DC,District of Columbia,district,2011,2007,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,3,50000,0,1,1
Washington,DC,District of Columbia,district,2012,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,4,50000,0,1,1
Washington,DC,District of Columbia,district,2013,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,5,50000,0,1,1
Washington,DC,District of Columbia,district,2014,2013,ASHRAE,0,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,6,50000,0,1,1
Washington,DC,District of Columbia,district,2015,2013,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,7,50000,0,1,1
Washington,DC,District of Columbia,district,2016,2013,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,8,50000,0,1,1
Washington,DC,District of Columbia,district,2017,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,2018,2021,,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,9,50000,0,1,1
Washington,DC,District of Columbia,district,2018,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2018,2021,0,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,10,50000,0,1,1
Washington,DC,District of Columbia,district,2019,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2018,2021,1,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,11,50000,0,1,1
Washington,DC,District of Columbia,district,2020,2013,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,1,0,2018,2021,2,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,12,50000,0,1,1
Washington,DC,District of Columbia,district,2021,2013,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,1,1,2018,2021,3,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,0,1,2022,1,1,2008,2010,13,50000,0,1,1
Washington,DC,District of Columbia,district,2022,2013,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,1,1,2018,2021,4,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,1,1,2022,1,1,2008,2010,14,50000,0,1,1
Washington,DC,District of Columbia,district,2023,2013,ASHRAE,9,0,0,0,1,0,0,0,,,,,,,1,1,2018,2021,5,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,1,1,2022,1,1,2008,2010,15,50000,0,1,1
Washington,DC,District of Columbia,district,2024,2013,ASHRAE,9,0,0,0,1,0,0,0,,,,,,,1,1,2018,2021,6,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,1,1,2022,1,1,2008,2010,16,50000,0,1,1
Washington,DC,District of Columbia,district,2025,2013,ASHRAE,9,0,0,0,1,0,0,0,,,,,,,1,1,2018,2021,7,ENERGY STAR score or source EUI,50000,10000,50000,1,1,10.0,,Building Energy Performance Standards and Benchmarking,DC Law 22-257,1,1,2022,1,1,2008,2010,17,50000,0,1,1
Washington,WA,Washington,state,2010,2004,ASHRAE,5,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2011,2004,ASHRAE,6,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2012,2004,ASHRAE,8,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2013,2004,ASHRAE,8,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2014,2004,ASHRAE,9,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2015,2004,ASHRAE,11,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2016,2004,ASHRAE,11,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2017,2004,ASHRAE,12,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2018,2004,ASHRAE,12,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,0,0,2019,2021,,50000,0,0,0
Washington,WA,Washington,state,2019,2004,ASHRAE,12,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,0,2019,2021,0,50000,0,1,0
Washington,WA,Washington,state,2020,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,0,2019,2021,1,50000,0,1,0
Washington,WA,Washington,state,2021,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,1,2019,2021,2,50000,0,1,1
Washington,WA,Washington,state,2022,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,1,2019,2021,3,50000,0,1,1
Washington,WA,Washington,state,2023,2004,ASHRAE,18,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,1,2019,2021,4,50000,0,1,1
Washington,WA,Washington,state,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,1,2019,2021,5,50000,0,1,1
Washington,WA,Washington,state,2025,2019,ASHRAE,3,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,,,,,,,,,,,,,,0,0,,1,1,2019,2021,6,50000,0,1,1
Washington State,WA,Washington,state,2010,2004,ASHRAE,5,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2011,2004,ASHRAE,6,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2012,2004,ASHRAE,8,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2013,2004,ASHRAE,8,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2014,2004,ASHRAE,9,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2015,2004,ASHRAE,11,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2016,2004,ASHRAE,11,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2017,2004,ASHRAE,12,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2018,2004,ASHRAE,12,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2019,2026,,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,0,0
Washington State,WA,Washington,state,2019,2004,ASHRAE,12,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,0,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,1,0
Washington State,WA,Washington,state,2020,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,1,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,1,0
Washington State,WA,Washington,state,2021,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,2,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,0,1,2022,0,0,,,,,,1,0
Washington State,WA,Washington,state,2022,2004,ASHRAE,15,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,3,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,1,1,2022,0,0,,,,,,1,0
Washington State,WA,Washington,state,2023,2004,ASHRAE,18,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,4,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,1,1,2022,0,0,,,,,,1,0
Washington State,WA,Washington,state,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,5,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,1,1,2022,0,0,,,,,,1,0
Washington State,WA,Washington,state,2025,2019,ASHRAE,3,0,0,0,1,0,1,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,1,0,2019,2026,6,Weather-normalized EUI; alt metrics permitted,20000,10000,20000,1,1,1.0,,Clean Buildings Performance Standard,HB 1257,1,1,2022,0,0,,,,,,1,0
West Hollywood,CA,California,city,2010,2008,TITLE24,1,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2011,2008,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2012,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2013,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2014,2013,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2015,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2016,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2017,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2018,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2019,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2020,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2021,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2022,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2023,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,0,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2024,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,2025,2028,,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,1,0,2024,0,0,,,,,,0,0
West Hollywood,CA,California,city,2025,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,1,0,2025,2028,0,Site EUI and/or GHGI,20000,20000,20000,1,1,,,Equitable Building Performance Standards,EBPS,1,0,2024,0,0,,,,,,1,0
