year,fips7,city_name,state_abb,muni_aaa_yield,c40_member,mayors_climate_signatory,iclei_member,climate_commitment_score,state_rps_active,state_rps_target_pct,state_carbon_pricing,state_carbon_price,state_climate_plan
2014,1724582,evanston,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1724582,evanston,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1724582,evanston,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1724582,evanston,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1724582,evanston,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1724582,evanston,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1724582,evanston,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1724582,evanston,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1724582,evanston,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1724582,evanston,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1735411,hoffman estates,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1735411,hoffman estates,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1735411,hoffman estates,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1735411,hoffman estates,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1735411,hoffman estates,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1735411,hoffman estates,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1735411,hoffman estates,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1735411,hoffman estates,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1735411,hoffman estates,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1735411,hoffman estates,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1735411,hoffman estates,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1738570,joliet,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1738570,joliet,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1738570,joliet,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1738570,joliet,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1738570,joliet,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1738570,joliet,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1738570,joliet,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1738570,joliet,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1738570,joliet,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1738570,joliet,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1738570,joliet,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1751089,mount prospect,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1751089,mount prospect,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1751089,mount prospect,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1751089,mount prospect,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1751089,mount prospect,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1751089,mount prospect,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1751089,mount prospect,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1751089,mount prospect,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1751089,mount prospect,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1751089,mount prospect,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1751089,mount prospect,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1751622,naperville,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1751622,naperville,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1751622,naperville,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1751622,naperville,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1751622,naperville,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1751622,naperville,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1751622,naperville,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1751622,naperville,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1751622,naperville,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1751622,naperville,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1751622,naperville,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1754820,oak lawn,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1754820,oak lawn,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1754820,oak lawn,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1754820,oak lawn,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1754820,oak lawn,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1754820,oak lawn,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1754820,oak lawn,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1754820,oak lawn,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1754820,oak lawn,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1754820,oak lawn,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1754820,oak lawn,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1754885,oak park,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1754885,oak park,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1754885,oak park,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1754885,oak park,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1754885,oak park,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1754885,oak park,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1754885,oak park,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1754885,oak park,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1754885,oak park,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1754885,oak park,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1754885,oak park,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1756640,orland park,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1756640,orland park,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1756640,orland park,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1756640,orland park,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1756640,orland park,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1756640,orland park,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1756640,orland park,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1756640,orland park,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1756640,orland park,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1756640,orland park,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1756640,orland park,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1757225,palatine,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1757225,palatine,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1757225,palatine,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1757225,palatine,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1757225,palatine,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1757225,palatine,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1757225,palatine,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1757225,palatine,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1757225,palatine,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1757225,palatine,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1757225,palatine,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1759000,peoria,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1759000,peoria,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1759000,peoria,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1759000,peoria,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1759000,peoria,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1759000,peoria,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1759000,peoria,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1759000,peoria,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1759000,peoria,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1759000,peoria,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1759000,peoria,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1765000,rockford,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1765000,rockford,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1765000,rockford,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1765000,rockford,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1765000,rockford,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1765000,rockford,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1765000,rockford,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1765000,rockford,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1765000,rockford,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1765000,rockford,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1765000,rockford,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1768003,schaumburg,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1768003,schaumburg,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1768003,schaumburg,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1768003,schaumburg,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1768003,schaumburg,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1768003,schaumburg,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1768003,schaumburg,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1768003,schaumburg,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1768003,schaumburg,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1768003,schaumburg,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1768003,schaumburg,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1770122,skokie,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1770122,skokie,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1770122,skokie,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1770122,skokie,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1770122,skokie,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1770122,skokie,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1770122,skokie,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1770122,skokie,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1770122,skokie,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1770122,skokie,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1770122,skokie,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,1772000,springfield,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1772000,springfield,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1772000,springfield,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1772000,springfield,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1772000,springfield,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1772000,springfield,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1772000,springfield,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1772000,springfield,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,1772000,springfield,IL,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,1772000,springfield,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,1772000,springfield,IL,3.61,0,0,0,0,1,25.0,0,0.0,1
2014,1775484,tinley park,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1775484,tinley park,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1775484,tinley park,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1775484,tinley park,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1775484,tinley park,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2022,1775484,tinley park,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2013,1779293,waukegan,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1779293,waukegan,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1779293,waukegan,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1779293,waukegan,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1779293,waukegan,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1779293,waukegan,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,1779293,waukegan,IL,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,1779293,waukegan,IL,2.21,0,0,0,0,1,25.0,0,0.0,1
2013,1781048,wheaton,IL,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,1781048,wheaton,IL,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,1781048,wheaton,IL,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,1781048,wheaton,IL,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,1781048,wheaton,IL,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,1781048,wheaton,IL,3.27,0,0,0,0,1,25.0,0,0.0,1
2022,1781048,wheaton,IL,3.07,0,0,0,0,1,25.0,0,0.0,1
2013,1801468,anderson,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1801468,anderson,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1801468,anderson,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1801468,anderson,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1801468,anderson,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1801468,anderson,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1801468,anderson,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1801468,anderson,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1801468,anderson,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1801468,anderson,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1801468,anderson,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1805860,bloomington,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1805860,bloomington,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1805860,bloomington,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1805860,bloomington,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1805860,bloomington,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1805860,bloomington,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1805860,bloomington,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1805860,bloomington,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1805860,bloomington,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1805860,bloomington,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1805860,bloomington,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1810342,carmel,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1810342,carmel,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1810342,carmel,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1810342,carmel,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1810342,carmel,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1810342,carmel,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1810342,carmel,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1810342,carmel,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1810342,carmel,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1810342,carmel,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1810342,carmel,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1820728,elkhart,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1820728,elkhart,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1820728,elkhart,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1820728,elkhart,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1820728,elkhart,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1820728,elkhart,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1820728,elkhart,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1820728,elkhart,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1820728,elkhart,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1820728,elkhart,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1820728,elkhart,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1822000,evansville,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1822000,evansville,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1822000,evansville,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1822000,evansville,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1822000,evansville,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1822000,evansville,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1822000,evansville,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1822000,evansville,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1822000,evansville,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1822000,evansville,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1822000,evansville,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1825000,fort wayne,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1825000,fort wayne,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1825000,fort wayne,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1825000,fort wayne,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1825000,fort wayne,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1825000,fort wayne,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1825000,fort wayne,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1825000,fort wayne,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1825000,fort wayne,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1825000,fort wayne,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1825000,fort wayne,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1827000,gary,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1827000,gary,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1827000,gary,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1827000,gary,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1827000,gary,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1827000,gary,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1827000,gary,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1827000,gary,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1827000,gary,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1827000,gary,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1827000,gary,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1829898,greenwood,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1829898,greenwood,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1829898,greenwood,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1829898,greenwood,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1829898,greenwood,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1829898,greenwood,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1829898,greenwood,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1829898,greenwood,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1829898,greenwood,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1829898,greenwood,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1829898,greenwood,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1831000,hammond,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1831000,hammond,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1831000,hammond,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1831000,hammond,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1831000,hammond,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1831000,hammond,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1831000,hammond,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1831000,hammond,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1831000,hammond,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1831000,hammond,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1831000,hammond,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1840392,kokomo,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1840392,kokomo,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1840392,kokomo,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1840392,kokomo,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1840392,kokomo,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1840392,kokomo,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1840392,kokomo,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1840392,kokomo,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1840392,kokomo,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1840392,kokomo,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1840392,kokomo,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1840788,lafayette,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1840788,lafayette,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1840788,lafayette,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1840788,lafayette,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1840788,lafayette,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1840788,lafayette,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1840788,lafayette,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1840788,lafayette,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1840788,lafayette,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1840788,lafayette,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1840788,lafayette,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1849932,mishawaka,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1849932,mishawaka,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1849932,mishawaka,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1849932,mishawaka,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1849932,mishawaka,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1849932,mishawaka,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1849932,mishawaka,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1849932,mishawaka,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1849932,mishawaka,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1849932,mishawaka,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1849932,mishawaka,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1851876,muncie,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1851876,muncie,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1851876,muncie,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1851876,muncie,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1851876,muncie,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1851876,muncie,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1851876,muncie,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1851876,muncie,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1851876,muncie,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1851876,muncie,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1851876,muncie,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1871000,south bend,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1871000,south bend,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1871000,south bend,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1871000,south bend,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1871000,south bend,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1871000,south bend,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1871000,south bend,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1871000,south bend,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1871000,south bend,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1871000,south bend,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1871000,south bend,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1875428,terre haute,IN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,1875428,terre haute,IN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,1875428,terre haute,IN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,1875428,terre haute,IN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,1875428,terre haute,IN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,1875428,terre haute,IN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,1875428,terre haute,IN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,1875428,terre haute,IN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,1875428,terre haute,IN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,1875428,terre haute,IN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,1875428,terre haute,IN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,1901855,ames,IA,3.67,0,0,0,0,1,0.0,0,0.0,0
2014,1901855,ames,IA,3.38,0,0,0,0,1,0.0,0,0.0,0
2015,1901855,ames,IA,3.16,0,0,0,0,1,0.0,0,0.0,0
