year,fips7,city_name,state_abb,muni_aaa_yield,c40_member,mayors_climate_signatory,iclei_member,climate_commitment_score,state_rps_active,state_rps_target_pct,state_carbon_pricing,state_carbon_price,state_climate_plan
2021,4714000,chattanooga,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4714000,chattanooga,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4714000,chattanooga,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,4715160,clarksville,TN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,4715160,clarksville,TN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,4715160,clarksville,TN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,4715160,clarksville,TN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,4715160,clarksville,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,4715160,clarksville,TN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,4715160,clarksville,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4715160,clarksville,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4715160,clarksville,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4715160,clarksville,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4715160,clarksville,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,4716420,collierville,TN,3.67,0,0,0,0,0,0.0,0,0.0,0
2017,4716420,collierville,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2019,4716420,collierville,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4716420,collierville,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4716420,collierville,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4716420,collierville,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4716420,collierville,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2014,4733280,hendersonville,TN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,4733280,hendersonville,TN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,4733280,hendersonville,TN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,4733280,hendersonville,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,4733280,hendersonville,TN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,4733280,hendersonville,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4733280,hendersonville,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4733280,hendersonville,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4733280,hendersonville,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4733280,hendersonville,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2015,4737640,jackson,TN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,4737640,jackson,TN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,4737640,jackson,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,4737640,jackson,TN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,4737640,jackson,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4737640,jackson,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4737640,jackson,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4737640,jackson,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4737640,jackson,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,4740000,knoxville,TN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,4740000,knoxville,TN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,4740000,knoxville,TN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,4740000,knoxville,TN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,4740000,knoxville,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,4740000,knoxville,TN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,4740000,knoxville,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4740000,knoxville,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4740000,knoxville,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4740000,knoxville,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4740000,knoxville,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,4748000,memphis,TN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,4748000,memphis,TN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,4748000,memphis,TN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,4748000,memphis,TN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,4748000,memphis,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,4748000,memphis,TN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,4748000,memphis,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4748000,memphis,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4748000,memphis,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4748000,memphis,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4748000,memphis,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,4751560,murfreesboro,TN,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,4751560,murfreesboro,TN,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,4751560,murfreesboro,TN,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,4751560,murfreesboro,TN,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,4751560,murfreesboro,TN,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,4751560,murfreesboro,TN,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,4751560,murfreesboro,TN,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,4751560,murfreesboro,TN,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,4751560,murfreesboro,TN,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,4751560,murfreesboro,TN,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,4751560,murfreesboro,TN,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,4801000,abilene,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4801000,abilene,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4801000,abilene,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4801000,abilene,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4801000,abilene,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4801000,abilene,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4801000,abilene,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4801000,abilene,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4801000,abilene,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4801000,abilene,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4801000,abilene,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4801924,allen,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4801924,allen,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4801924,allen,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4801924,allen,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4801924,allen,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4801924,allen,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4801924,allen,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4801924,allen,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4801924,allen,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4801924,allen,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4801924,allen,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4803000,amarillo,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4803000,amarillo,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4803000,amarillo,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2017,4803000,amarillo,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4803000,amarillo,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4803000,amarillo,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4803000,amarillo,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4803000,amarillo,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4803000,amarillo,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4803000,amarillo,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4804000,arlington,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4804000,arlington,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4804000,arlington,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4804000,arlington,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4804000,arlington,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4804000,arlington,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4804000,arlington,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4804000,arlington,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4804000,arlington,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4804000,arlington,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4804000,arlington,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4805000,austin,TX,3.67,0,1,1,2,1,10.0,0,0.0,0
2014,4805000,austin,TX,3.38,1,1,1,3,1,10.0,0,0.0,0
2015,4805000,austin,TX,3.16,1,1,1,3,1,10.0,0,0.0,0
2016,4805000,austin,TX,2.84,1,1,1,3,1,10.0,0,0.0,0
2017,4805000,austin,TX,3.0,1,1,1,3,1,10.0,0,0.0,0
2018,4805000,austin,TX,3.27,1,1,1,3,1,10.0,0,0.0,0
2019,4805000,austin,TX,2.86,1,1,1,3,1,10.0,0,0.0,0
2020,4805000,austin,TX,2.21,1,1,1,3,1,10.0,0,0.0,0
2021,4805000,austin,TX,1.79,1,1,1,3,1,10.0,0,0.0,0
2022,4805000,austin,TX,3.07,1,1,1,3,1,10.0,0,0.0,0
2023,4805000,austin,TX,3.61,1,1,1,3,1,10.0,0,0.0,0
2013,4806128,baytown,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4806128,baytown,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4806128,baytown,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4806128,baytown,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4806128,baytown,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4806128,baytown,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4806128,baytown,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4806128,baytown,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4806128,baytown,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4806128,baytown,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4806128,baytown,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4807000,beaumont,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4807000,beaumont,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4807000,beaumont,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4807000,beaumont,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4807000,beaumont,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4807000,beaumont,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4807000,beaumont,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4807000,beaumont,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4807000,beaumont,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4807000,beaumont,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4807000,beaumont,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2015,4810768,brownsville,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4810768,brownsville,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4810768,brownsville,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4810768,brownsville,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4810768,brownsville,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4810768,brownsville,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4810768,brownsville,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4810768,brownsville,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4810768,brownsville,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4810912,bryan,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4810912,bryan,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4810912,bryan,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4810912,bryan,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4810912,bryan,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4810912,bryan,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4810912,bryan,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4810912,bryan,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4810912,bryan,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4810912,bryan,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4810912,bryan,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4813024,carrollton,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4813024,carrollton,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4813024,carrollton,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4813024,carrollton,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4813024,carrollton,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4813024,carrollton,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4813024,carrollton,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4813024,carrollton,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4813024,carrollton,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4813024,carrollton,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4813024,carrollton,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4815976,college station,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4815976,college station,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4815976,college station,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4815976,college station,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4815976,college station,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4815976,college station,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4815976,college station,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4815976,college station,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4815976,college station,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4815976,college station,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4815976,college station,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4817000,corpus christi,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4817000,corpus christi,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4817000,corpus christi,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4817000,corpus christi,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4817000,corpus christi,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4817000,corpus christi,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4817000,corpus christi,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4817000,corpus christi,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4817000,corpus christi,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4817000,corpus christi,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4817000,corpus christi,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4819000,dallas,TX,3.67,0,1,1,2,1,10.0,0,0.0,0
2014,4819000,dallas,TX,3.38,1,1,1,3,1,10.0,0,0.0,0
2015,4819000,dallas,TX,3.16,1,1,1,3,1,10.0,0,0.0,0
2016,4819000,dallas,TX,2.84,1,1,1,3,1,10.0,0,0.0,0
2017,4819000,dallas,TX,3.0,1,1,1,3,1,10.0,0,0.0,0
2018,4819000,dallas,TX,3.27,1,1,1,3,1,10.0,0,0.0,0
2019,4819000,dallas,TX,2.86,1,1,1,3,1,10.0,0,0.0,0
2020,4819000,dallas,TX,2.21,1,1,1,3,1,10.0,0,0.0,0
2021,4819000,dallas,TX,1.79,1,1,1,3,1,10.0,0,0.0,0
2022,4819000,dallas,TX,3.07,1,1,1,3,1,10.0,0,0.0,0
2023,4819000,dallas,TX,3.61,1,1,1,3,1,10.0,0,0.0,0
2013,4819972,denton,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4819972,denton,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4819972,denton,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4819972,denton,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4819972,denton,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4819972,denton,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4819972,denton,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4819972,denton,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4819972,denton,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4819972,denton,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4819972,denton,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4820092,desoto,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2017,4820092,desoto,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2019,4820092,desoto,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4820092,desoto,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4820092,desoto,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4820092,desoto,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4820092,desoto,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2017,4822660,edinburg,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2022,4822660,edinburg,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2013,4824000,el paso,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4824000,el paso,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4824000,el paso,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4824000,el paso,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4824000,el paso,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4824000,el paso,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4824000,el paso,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4824000,el paso,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4824000,el paso,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4824000,el paso,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4824000,el paso,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2017,4824768,euless,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2019,4824768,euless,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4824768,euless,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4824768,euless,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4824768,euless,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4824768,euless,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4826232,flower mound,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4826232,flower mound,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4826232,flower mound,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4826232,flower mound,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4826232,flower mound,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4826232,flower mound,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4826232,flower mound,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4826232,flower mound,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4826232,flower mound,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4826232,flower mound,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4826232,flower mound,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4827000,fort worth,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4827000,fort worth,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4827000,fort worth,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4827000,fort worth,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4827000,fort worth,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4827000,fort worth,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4827000,fort worth,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4827000,fort worth,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4827000,fort worth,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4827000,fort worth,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4827000,fort worth,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2017,4827684,frisco,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4827684,frisco,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4827684,frisco,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4827684,frisco,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4827684,frisco,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4827684,frisco,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4827684,frisco,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4828068,galveston,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4828068,galveston,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4828068,galveston,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4828068,galveston,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4828068,galveston,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4828068,galveston,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4828068,galveston,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4828068,galveston,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4828068,galveston,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4828068,galveston,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4828068,galveston,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4829000,garland,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4829000,garland,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4829000,garland,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4829000,garland,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4829000,garland,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4829000,garland,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4829000,garland,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4829000,garland,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4829000,garland,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4829000,garland,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4829000,garland,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4830464,grand prairie,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4830464,grand prairie,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4830464,grand prairie,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4830464,grand prairie,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4830464,grand prairie,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4830464,grand prairie,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4830464,grand prairie,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4830464,grand prairie,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4830464,grand prairie,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4830464,grand prairie,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4830464,grand prairie,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4835000,houston,TX,3.67,1,1,1,3,1,10.0,0,0.0,0
2014,4835000,houston,TX,3.38,1,1,1,3,1,10.0,0,0.0,0
2015,4835000,houston,TX,3.16,1,1,1,3,1,10.0,0,0.0,0
2016,4835000,houston,TX,2.84,1,1,1,3,1,10.0,0,0.0,0
2017,4835000,houston,TX,3.0,1,1,1,3,1,10.0,0,0.0,0
2018,4835000,houston,TX,3.27,1,1,1,3,1,10.0,0,0.0,0
2019,4835000,houston,TX,2.86,1,1,1,3,1,10.0,0,0.0,0
2020,4835000,houston,TX,2.21,1,1,1,3,1,10.0,0,0.0,0
2021,4835000,houston,TX,1.79,1,1,1,3,1,10.0,0,0.0,0
2022,4835000,houston,TX,3.07,1,1,1,3,1,10.0,0,0.0,0
2023,4835000,houston,TX,3.61,1,1,1,3,1,10.0,0,0.0,0
2013,4837000,irving,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4837000,irving,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4837000,irving,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4837000,irving,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4837000,irving,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4837000,irving,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4837000,irving,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4837000,irving,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4837000,irving,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4837000,irving,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
2023,4837000,irving,TX,3.61,0,0,0,0,1,10.0,0,0.0,0
2013,4839148,killeen,TX,3.67,0,0,0,0,1,10.0,0,0.0,0
2014,4839148,killeen,TX,3.38,0,0,0,0,1,10.0,0,0.0,0
2015,4839148,killeen,TX,3.16,0,0,0,0,1,10.0,0,0.0,0
2016,4839148,killeen,TX,2.84,0,0,0,0,1,10.0,0,0.0,0
2017,4839148,killeen,TX,3.0,0,0,0,0,1,10.0,0,0.0,0
2018,4839148,killeen,TX,3.27,0,0,0,0,1,10.0,0,0.0,0
2019,4839148,killeen,TX,2.86,0,0,0,0,1,10.0,0,0.0,0
2020,4839148,killeen,TX,2.21,0,0,0,0,1,10.0,0,0.0,0
2021,4839148,killeen,TX,1.79,0,0,0,0,1,10.0,0,0.0,0
2022,4839148,killeen,TX,3.07,0,0,0,0,1,10.0,0,0.0,0
